Name;Location;Open Year-Round;Handicap Accessible;Borough;Comments;Latitude;Longitude;SUFFIX;POP100;GEOID;CENTLAT;BLOCK;AREAWATER;STATE;BASENAME;OID;LSADC;INTPTLAT;FUNCSTAT;NAME;OBJECTID;TRACT;CENTLON;BLKGRP;AREALAND;HU100;INTPTLON;MTFCC;LWBLKTYP;UR;COUNTY;SUFFIX;POP100;GEOID;CENTLAT;BLOCK;AREAWATER;STATE;BASENAME;OID;LSADC;INTPTLAT;FUNCSTAT;NAME;OBJECTID;TRACT;CENTLON;BLKGRP;AREALAND;HU100;INTPTLON;MTFCC;LWBLKTYP;UR;COUNTY;GEOID;STATE;COUNTY;TRACT;BLOCK;
Bayview Playground;Seaview Avenue & East 99 Street;Yes;;Brooklyn;;406.348.063;-738.880.138;;1584;360471034012000;406.332.987;2000;0;36;2000;2,10701E+14;BK;406.332.987;S;Block 2000;6087861;103401;-738.872.038;2;89425;636;-738.872.038;G5040;L;U;47;;1584;3,60471E+14;406.332.987;2000;0;36;2000;2,10701E+14;BK;406.332.987;S;Block 2000;6087861;103401;-738.872.038;2;89425;636;-738.872.038;G5040;L;U;47;3,60471E+14;36;47;103401;2000;
Bedford Playground;Bedford Avenue & South 9 Street, Division Avenue;Yes;;Brooklyn;;407.186.721;-739.550.277;;199;360470517001003;407.188.167;1003;0;36;1003;2,10701E+14;BK;407.188.167;S;Block 1003;4140195;51700;-739.555.953;1;11132;115;-739.555.953;G5040;L;U;47;;199;3,60471E+14;407.188.167;1003;0;36;1003;2,10701E+14;BK;407.188.167;S;Block 1003;4140195;51700;-739.555.953;1;11132;115;-739.555.953;G5040;L;U;47;3,60471E+14;36;47;51700;1003;
Behagen Playground;Tinton Avenue, East 165 Street, Union Avenue, East 166 Street;Yes;Yes;Bronx;;408.260.191;-739.005.159;;230;360050131002001;408.269.447;2001;0;36;2001;2,10701E+14;BK;408.269.447;S;Block 2001;1633500;13100;-739.007.280;2;19956;70;-739.007.280;G5040;L;U;5;;230;3,6005E+14;408.269.447;2001;0;36;2001;2,10701E+14;BK;408.269.447;S;Block 2001;1633500;13100;-739.007.280;2;19956;70;-739.007.280;G5040;L;U;5;3,6005E+14;36;5;13100;2001;
Bellaire Playground;89 Avenue, 207 & 208 streets;Yes;;Queens;;407.206.187;-737.575.422;;0;360810492021007;407.210.646;1007;0;36;1007;2,10701E+14;BK;407.210.646;S;Block 1007;1851954;49202;-737.577.431;1;15696;0;-737.577.431;G5040;L;U;81;;0;3,6081E+14;407.210.646;1007;0;36;1007;2,10701E+14;BK;407.210.646;S;Block 1007;1851954;49202;-737.577.431;1;15696;0;-737.577.431;G5040;L;U;81;3,6081E+14;36;81;49202;1007;
Belmont Playground;Crotona Avenue, East 181 Street;Yes;Yes;Bronx;;408.489.391;-738.881.588;;997;360050373001002;408.500.017;1002;0;36;1002;2,10701E+14;BK;408.500.017;S;Block 1002;799378;37300;-738.878.924;1;27956;432;-738.878.924;G5040;L;U;5;;997;3,6005E+14;408.500.017;1002;0;36;1002;2,10701E+14;BK;408.500.017;S;Block 1002;799378;37300;-738.878.924;1;27956;432;-738.878.924;G5040;L;U;5;3,6005E+14;36;5;37300;1002;
Bendheim Playground;100th Street and Fifth Ave;;Yes;Manhattan;;407.744.146;-739.656.177;;0;360610143001020;407.747.083;1020;7813;36;1020;2,10701E+14;BK;407.747.275;S;Block 1020;3265072;14300;-739.667.545;1;96612;0;-739.664.160;G5040;B;U;61;;0;3,6061E+14;407.747.083;1020;7813;36;1020;2,10701E+14;BK;407.747.275;S;Block 1020;3265072;14300;-739.667.545;1;96612;0;-739.664.160;G5040;B;U;61;3,6061E+14;36;61;14300;1020;
Bennett Park;West 185 Street, Ft Washington Avenue;Yes;;Manhattan;;408.533.949;-739.374.263;;1160;360610273002000;408.534.469;2000;0;36;2000;2,10701E+14;BK;408.534.469;S;Block 2000;3709636;27300;-739.369.072;2;28051;618;-739.369.072;G5040;L;U;61;;1160;3,6061E+14;408.534.469;2000;0;36;2000;2,10701E+14;BK;408.534.469;S;Block 2000;3709636;27300;-739.369.072;2;28051;618;-739.369.072;G5040;L;U;61;3,6061E+14;36;61;27300;2000;
Benson Playground;Bath Avenue between Bay 22 & Bay 23 streets;Yes;;Brooklyn;;406.047.003;-739.997.408;;597;360470284003001;406.042.518;3001;0;36;3001;2,10701E+14;BK;406.042.518;S;Block 3001;6596117;28400;-740.004.147;3;22248;184;-740.004.147;G5040;L;U;47;;597;3,6047E+14;406.042.518;3001;0;36;3001;2,10701E+14;BK;406.042.518;S;Block 3001;6596117;28400;-740.004.147;3;22248;184;-740.004.147;G5040;L;U;47;3,6047E+14;36;47;28400;3001;
Bensonhurst Park;Gravesend Bay, 21 & Cropsey avenues, Bay Parkway;Yes;;Brooklyn;;406.076.797;-740.169.501;;298;360470170003003;406.082.877;3003;0;36;3003;2,10701E+14;BK;406.082.877;S;Block 3003;5615851;17000;-740.157.432;3;19353;131;-740.157.432;G5040;L;U;47;;298;3,6047E+14;406.082.877;3003;0;36;3003;2,10701E+14;BK;406.082.877;S;Block 3003;5615851;17000;-740.157.432;3;19353;131;-740.157.432;G5040;L;U;47;3,6047E+14;36;47;17000;3003;
Betsy Head Playground;Livonia, Dumont, Hopkinson, Blake avenues, Strauss Street;Yes;;Brooklyn;;406.648.086;-73.915.308;;267;360470902004002;406.656.305;4002;0;36;4002;2,10701E+14;BK;406.656.305;S;Block 4002;4262200;90200;-739.150.474;4;13758;94;-739.150.474;G5040;L;U;47;;267;3,60471E+14;406.656.305;4002;0;36;4002;2,10701E+14;BK;406.656.305;S;Block 4002;4262200;90200;-739.150.474;4;13758;94;-739.150.474;G5040;L;U;47;3,60471E+14;36;47;90200;4002;
Betsy Head Playground (Administration Building);Livonia, Dumont, Hopkinson, Blake avenues, Strauss Street;Yes;;Brooklyn;;406.648.086;-73.915.308;;267;360470902004002;406.656.305;4002;0;36;4002;2,10701E+14;BK;406.656.305;S;Block 4002;4262200;90200;-739.150.474;4;13758;94;-739.150.474;G5040;L;U;47;;267;3,60471E+14;406.656.305;4002;0;36;4002;2,10701E+14;BK;406.656.305;S;Block 4002;4262200;90200;-739.150.474;4;13758;94;-739.150.474;G5040;L;U;47;3,60471E+14;36;47;90200;4002;
Big Bush Park;61 Street, north and south of Brooklyn-Queens Expressway;Yes;;Queens;;407.192.645;-739.458.161;;0;360470477001019;407.190.106;1019;0;36;1019;2,10701E+14;BK;407.190.106;S;Block 1019;4146094;47700;-739.461.113;1;1955;0;-739.461.113;G5040;L;U;47;;0;3,6047E+14;407.190.106;1019;0;36;1019;2,10701E+14;BK;407.190.106;S;Block 1019;4146094;47700;-739.461.113;1;1955;0;-739.461.113;G5040;L;U;47;3,6047E+14;36;47;47700;1019;
Bildersee Playground;Flatlands Avenue between East 81 & East 82 streets;Yes;;Brooklyn;;406.781.784;-739.441.579;;0;360470313004000;406.782.744;4000;0;36;4000;2,10701E+14;BK;406.782.744;S;Block 4000;4610831;31300;-739.455.015;4;2013;0;-739.455.015;G5040;L;U;47;;0;3,6047E+14;406.782.744;4000;0;36;4000;2,10701E+14;BK;406.782.744;S;Block 4000;4610831;31300;-739.455.015;4;2013;0;-739.455.015;G5040;L;U;47;3,6047E+14;36;47;31300;4000;
Bill Brown Memorial Playground;Bedford Avenue, Avenue X to Avenue Y, E 24 Street;Yes;;Brooklyn;;405.932.846;-739.453.602;;288;360470594023003;405.943.908;3003;0;36;3003;2,10701E+14;BK;405.943.908;S;Block 3003;5849549;59402;-739.450.924;3;19589;117;-739.450.924;G5040;L;U;47;;288;3,60471E+14;405.943.908;3003;0;36;3003;2,10701E+14;BK;405.943.908;S;Block 3003;5849549;59402;-739.450.924;3;19589;117;-739.450.924;G5040;L;U;47;3,60471E+14;36;47;59402;3003;
Bleecker Playground;Hudson & West 11 streets;Yes;;Manhattan;;407.358.468;-740.059.591;;58;360610077004003;407.363.710;4003;0;36;4003;2,10701E+14;BK;407.363.710;S;Block 4003;4639442;7700;-740.055.819;4;5961;51;-740.055.819;G5040;L;U;61;;58;3,6061E+14;407.363.710;4003;0;36;4003;2,10701E+14;BK;407.363.710;S;Block 4003;4639442;7700;-740.055.819;4;5961;51;-740.055.819;G5040;L;U;61;3,6061E+14;36;61;7700;4003;
Blood Root Valley (Greenbelt Nature Center);Rockland, Manor and Brielle avenues, Forest Hill Road;Yes;Yes;Staten Island;;405.834.379;-741.495.589;;163;360850277042006;405.840.005;2006;0;36;2006;2,10701E+14;BK;405.840.005;S;Block 2006;8082187;27704;-741.497.782;2;11764;59;-741.497.782;G5040;L;U;85;;163;3,6085E+14;405.840.005;2006;0;36;2006;2,10701E+14;BK;405.840.005;S;Block 2006;8082187;27704;-741.497.782;2;11764;59;-741.497.782;G5040;L;U;85;3,6085E+14;36;85;27704;2006;
Blood Root Valley (Park House);Rockland, Manor and Brielle avenues, Forest Hill Road;Yes;Yes;Staten Island;;405.834.379;-741.495.589;;163;360850277042006;405.840.005;2006;0;36;2006;2,10701E+14;BK;405.840.005;S;Block 2006;8082187;27704;-741.497.782;2;11764;59;-741.497.782;G5040;L;U;85;;163;3,6085E+14;405.840.005;2006;0;36;2006;2,10701E+14;BK;405.840.005;S;Block 2006;8082187;27704;-741.497.782;2;11764;59;-741.497.782;G5040;L;U;85;3,6085E+14;36;85;27704;2006;
Bloomingdale Park;Richmond Pkwy, Bloomingdale Rd., Lenevar Ave;;Yes;Staten Island;;405.351.479;-742.079.748;;0;360850208034005;405.330.669;4005;0;36;4005;2,10701E+14;BK;405.330.669;S;Block 4005;7576097;20803;-742.094.421;4;175145;0;-742.094.421;G5040;L;U;85;;0;3,6085E+14;405.330.669;4005;0;36;4005;2,10701E+14;BK;405.330.669;S;Block 4005;7576097;20803;-742.094.421;4;175145;0;-742.094.421;G5040;L;U;85;3,6085E+14;36;85;20803;4005;
Bloomingdale Playground;Amsterdam Avenue, West 104 & West 105 streets;Yes;;Manhattan;;4.079.939.299.999.990;-7.396.633.899.999.990;;842;360610189005001;407.988.402;5001;0;36;5001;2,10701E+14;BK;407.988.402;S;Block 5001;3461677;18900;-739.650.097;5;22230;355;-739.650.097;G5040;L;U;61;;842;3,6061E+14;407.988.402;5001;0;36;5001;2,10701E+14;BK;407.988.402;S;Block 5001;3461677;18900;-739.650.097;5;22230;355;-739.650.097;G5040;L;U;61;3,6061E+14;36;61;18900;5001;
Blue Heron Park Preserve (Nature Center);Poillon Avenue;Yes;Yes;Staten Island;This facility is currently closed;405.303.319;-741.765.091;;312;360850176003007;405.315.246;3007;3536;36;3007;2,10701E+14;BK;405.311.356;S;Block 3007;4874435;17600;-741.739.144;3;537268;118;-741.743.701;G5040;B;U;85;;312;3,6085E+14;405.315.246;3007;3536;36;3007;2,10701E+14;BK;405.311.356;S;Block 3007;4874435;17600;-741.739.144;3;537268;118;-741.743.701;G5040;B;U;85;3,6085E+14;36;85;17600;3007;
Bowne Park;159 Street, 29 Avenue, 155 Street, 32 Avenue;Yes;;Queens;;407.719.794;-7.381.440.549.999.990;;90;360811047002010;407.718.546;2010;0;36;2010;2,10701E+14;BK;407.718.546;S;Block 2010;1401052;104700;-738.149.340;2;10507;36;-738.149.340;G5040;L;U;81;;90;3,60811E+14;407.718.546;2010;0;36;2010;2,10701E+14;BK;407.718.546;S;Block 2010;1401052;104700;-738.149.340;2;10507;36;-738.149.340;G5040;L;U;81;3,60811E+14;36;81;104700;2010;
Bowne Playground;Union Street and Sanford Avenue;Yes;;Queens;;407.576.513;-738.251.902;;707;360810853001003;407.578.476;1003;0;36;1003;2,10701E+14;BK;407.578.476;S;Block 1003;2945604;85300;-738.265.255;1;22420;352;-738.265.255;G5040;L;U;81;;707;3,60811E+14;407.578.476;1003;0;36;1003;2,10701E+14;BK;407.578.476;S;Block 1003;2945604;85300;-738.265.255;1;22420;352;-738.265.255;G5040;L;U;81;3,60811E+14;36;81;85300;1003;
Breininger Park;Braddock Avenue & 240 Street;Yes;;Queens;;4.072.651.620.000.000;-737.282.156;;165;360811621004003;407.272.400;4003;0;36;4003;2,10701E+14;BK;407.272.400;S;Block 4003;1737350;162100;-737.274.589;4;15098;57;-737.274.589;G5040;L;U;81;;165;3,60812E+14;407.272.400;4003;0;36;4003;2,10701E+14;BK;407.272.400;S;Block 4003;1737350;162100;-737.274.589;4;15098;57;-737.274.589;G5040;L;U;81;3,60812E+14;36;81;162100;4003;
Breukelen Playground;Louisiana & Flatlands Avenue;Yes;;Brooklyn;;406.511.866;-738.900.487;;0;360470982002004;406.512.136;2004;0;36;2004;2,10701E+14;BK;406.512.136;S;Block 2004;4261590;98200;-738.913.480;2;30081;0;-738.913.480;G5040;L;U;47;;0;3,60471E+14;406.512.136;2004;0;36;2004;2,10701E+14;BK;406.512.136;S;Block 2004;4261590;98200;-738.913.480;2;30081;0;-738.913.480;G5040;L;U;47;3,60471E+14;36;47;98200;2004;
Brevoort Playground;Ralph Avenue & Chauncy Street;Yes;;Brooklyn;;40.681.211;-73.922.406;;422;360470379002001;406.809.984;2001;0;36;2001;2,10701E+14;BK;406.809.984;S;Block 2001;8106508;37900;-739.210.009;2;19045;186;-739.210.009;G5040;L;U;47;;422;3,6047E+14;406.809.984;2001;0;36;2001;2,10701E+14;BK;406.809.984;S;Block 2001;8106508;37900;-739.210.009;2;19045;186;-739.210.009;G5040;L;U;47;3,6047E+14;36;47;37900;2001;
Bridge Park 2;Bridge & Prospect streets;Yes;;Brooklyn;;407.006.752;-739.873.803;;0;360470021002025;407.008.774;2025;0;36;2025;2,10701E+14;BK;407.008.774;S;Block 2025;4710689;2100;-739.874.592;2;2496;0;-739.874.592;G5040;L;U;47;;0;3,6047E+14;407.008.774;2025;0;36;2025;2,10701E+14;BK;407.008.774;S;Block 2025;4710689;2100;-739.874.592;2;2496;0;-739.874.592;G5040;L;U;47;3,6047E+14;36;47;2100;2025;
Broadway Malls;Broadway, Columbus Circle to West 110 Street;Yes;;Manhattan;;408.009.929;-739.590.858;;853;360610197021004;408.011.962;1004;0;36;1004;2,10701E+14;BK;408.011.962;S;Block 1004;3014960;19702;-739.586.724;1;12165;419;-739.586.724;G5040;L;U;61;;853;3,6061E+14;408.011.962;1004;0;36;1004;2,10701E+14;BK;408.011.962;S;Block 1004;3014960;19702;-739.586.724;1;12165;419;-739.586.724;G5040;L;U;61;3,6061E+14;36;61;19702;1004;
Bronx Park (Ben Abrams Playground);Lydig Avenue & Bronx Park East;Yes;;Bronx;;408.542.614;-738.693.736;;408;360050224012001;408.540.418;2001;0;36;2001;2,10701E+14;BK;408.540.418;S;Block 2001;1474929;22401;-738.684.537;2;10439;157;-738.684.537;G5040;L;U;5;;408;3,6005E+14;408.540.418;2001;0;36;2001;2,10701E+14;BK;408.540.418;S;Block 2001;1474929;22401;-738.684.537;2;10439;157;-738.684.537;G5040;L;U;5;3,6005E+14;36;5;22401;2001;
Bronx Park (Brady Playground);Bronx Park East between Bronxdale Avenue and Unionport Road;Yes;;Bronx;;40.848.986;-738.683.877;;862;360050230001001;408.497.881;1001;0;36;1001;2,10701E+14;BK;408.497.881;S;Block 1001;1475597;23000;-738.684.375;1;12212;324;-738.684.375;G5040;L;U;5;;862;3,6005E+14;408.497.881;1001;0;36;1001;2,10701E+14;BK;408.497.881;S;Block 1001;1475597;23000;-738.684.375;1;12212;324;-738.684.375;G5040;L;U;5;3,6005E+14;36;5;23000;1001;
Bronx Park (French Charley's Playground);East 204 Street & W/S Bronx Park;Yes;;Bronx;;40.873.974;-738.834.143;;1023;360050413001000;408.746.763;1000;0;36;1000;2,10701E+14;BK;408.746.763;S;Block 1000;2140359;41300;-738.847.769;1;21001;470;-738.847.769;G5040;L;U;5;;1023;3,6005E+14;408.746.763;1000;0;36;1000;2,10701E+14;BK;408.746.763;S;Block 1000;2140359;41300;-738.847.769;1;21001;470;-738.847.769;G5040;L;U;5;3,6005E+14;36;5;41300;1000;
Bronx Park (Olinville Playground);East 219 Street & Bronx River Parkway;Yes;;Bronx;;408.821.212;-738.582.001;;425;360050396002002;408.825.572;2002;0;36;2002;2,10701E+14;BK;408.825.572;S;Block 2002;1628688;39600;-738.583.050;2;22361;173;-738.583.050;G5040;L;U;5;;425;3,6005E+14;408.825.572;2002;0;36;2002;2,10701E+14;BK;408.825.572;S;Block 2002;1628688;39600;-738.583.050;2;22361;173;-738.583.050;G5040;L;U;5;3,6005E+14;36;5;39600;2002;
Bronx Park (Ranaqua);Southern Boulevard, Webster, Burke avenues, Bronx Park East, 180 Street;Yes;;Bronx;;4.087.150.339.999.990;-738.705.746;;50;360050334001003;408.701.728;1003;0;36;1003;2,10701E+14;BK;408.701.728;S;Block 1003;1474958;33400;-738.711.801;1;134283;20;-738.711.801;G5040;L;U;5;;50;3,6005E+14;408.701.728;1003;0;36;1003;2,10701E+14;BK;408.701.728;S;Block 1003;1474958;33400;-738.711.801;1;134283;20;-738.711.801;G5040;L;U;5;3,6005E+14;36;5;33400;1003;
Bronx Park (River Park Playground);East 180th Street, Boston Road;Yes;Yes;Bronx;;408.426.532;-738.781.539;;1021;360050361005000;408.437.325;5000;0;36;5000;2,10701E+14;BK;408.437.325;S;Block 5000;1766863;36100;-738.787.982;5;29932;440;-738.787.982;G5040;L;U;5;;1021;3,6005E+14;408.437.325;5000;0;36;5000;2,10701E+14;BK;408.437.325;S;Block 5000;1766863;36100;-738.787.982;5;29932;440;-738.787.982;G5040;L;U;5;3,6005E+14;36;5;36100;5000;
Bronx Park (Rosewood Playground);Bronx River Parkway & Rosewood Street;Yes;;Bronx;;4.087.221;-738.718.155;;50;360050334001003;408.701.728;1003;0;36;1003;2,10701E+14;BK;408.701.728;S;Block 1003;1474958;33400;-738.711.801;1;134283;20;-738.711.801;G5040;L;U;5;;50;3,6005E+14;408.701.728;1003;0;36;1003;2,10701E+14;BK;408.701.728;S;Block 1003;1474958;33400;-738.711.801;1;134283;20;-738.711.801;G5040;L;U;5;3,6005E+14;36;5;33400;1003;
Bronx Park (Waring Playground);Bronx Park East between Waring Avenure and Thwaites Place;Yes;;Bronx;;408.588.707;-738.695.246;;1431;360050332012000;408.601.002;2000;0;36;2000;2,10701E+14;BK;408.601.002;S;Block 2000;1767003;33201;-738.701.066;2;29570;580;-738.701.066;G5040;L;U;5;;1431;3,6005E+14;408.601.002;2000;0;36;2000;2,10701E+14;BK;408.601.002;S;Block 2000;1767003;33201;-738.701.066;2;29570;580;-738.701.066;G5040;L;U;5;3,6005E+14;36;5;33201;2000;
Bronx River Parkway (Parque de los Ninos);Bronx River Parkway, Bronx Park, Westchester/NYC City Line.;Yes;Yes;Bronx;;4.087.221;-738.718.155;;50;360050334001003;408.701.728;1003;0;36;1003;2,10701E+14;BK;408.701.728;S;Block 1003;1474958;33400;-738.711.801;1;134283;20;-738.711.801;G5040;L;U;5;;50;3,6005E+14;408.701.728;1003;0;36;1003;2,10701E+14;BK;408.701.728;S;Block 1003;1474958;33400;-738.711.801;1;134283;20;-738.711.801;G5040;L;U;5;3,6005E+14;36;5;33400;1003;
Brookville Park;Conduit Avenue, Brookville Boulevard, 144th Avenue, 233rd Street;Yes;;Queens;;40.665.184;-73.739.845;;5;360810654021000;406.616.060;1000;0;36;1000;2,10701E+14;BK;406.616.060;S;Block 1000;328603;65402;-737.440.180;1;252550;1;-737.440.180;G5040;L;U;81;;5;3,60811E+14;406.616.060;1000;0;36;1000;2,10701E+14;BK;406.616.060;S;Block 1000;328603;65402;-737.440.180;1;252550;1;-737.440.180;G5040;L;U;81;3,60811E+14;36;81;65402;1000;
Brower Park;Brooklyn, St. Mark's, Kingston avenues, Park Place;Yes;;Brooklyn;;4.066.879.429.999.990;-7.394.452.199.999.990;;279;360470337021003;406.689.056;1003;0;36;1003;2,10701E+14;BK;406.689.056;S;Block 1003;4716596;33702;-739.436.271;1;19180;84;-739.436.271;G5040;L;U;47;;279;3,6047E+14;406.689.056;1003;0;36;1003;2,10701E+14;BK;406.689.056;S;Block 1003;4716596;33702;-739.436.271;1;19180;84;-739.436.271;G5040;L;U;47;3,6047E+14;36;47;33702;1003;
Brower Park (Museum);Brooklyn, St. Mark's, Kingston avenues, Park Place;Yes;;Brooklyn;;4.066.879.429.999.990;-7.394.452.199.999.990;;279;360470337021003;406.689.056;1003;0;36;1003;2,10701E+14;BK;406.689.056;S;Block 1003;4716596;33702;-739.436.271;1;19180;84;-739.436.271;G5040;L;U;47;;279;3,6047E+14;406.689.056;1003;0;36;1003;2,10701E+14;BK;406.689.056;S;Block 1003;4716596;33702;-739.436.271;1;19180;84;-739.436.271;G5040;L;U;47;3,6047E+14;36;47;33702;1003;
Brownsville Playground;Linden Boulevard & Hegeman Avenue;Yes;;Brooklyn;;406.573.304;-7.390.028.439.999.990;;0;360470920004001;406.580.988;4001;0;36;4001;2,10701E+14;BK;406.580.988;S;Block 4001;4714041;92000;-739.000.051;4;6208;0;-739.000.051;G5040;L;U;47;;0;3,60471E+14;406.580.988;4001;0;36;4001;2,10701E+14;BK;406.580.988;S;Block 4001;4714041;92000;-739.000.051;4;6208;0;-739.000.051;G5040;L;U;47;3,60471E+14;36;47;92000;4001;
Bufano Playground;La Salle Avenue, Edison Avenue, Bradford Avenue, Waterbury Avenue;Yes;;Bronx;;408.389.243;-7.383.104.949.999.990;;0;360050184004007;408.381.881;4007;0;36;4007;2,10701E+14;BK;408.381.881;S;Block 4007;2133178;18400;-738.311.159;4;11766;0;-738.311.159;G5040;L;U;5;;0;3,6005E+14;408.381.881;4007;0;36;4007;2,10701E+14;BK;408.381.881;S;Block 4007;2133178;18400;-738.311.159;4;11766;0;-738.311.159;G5040;L;U;5;3,6005E+14;36;5;18400;4007;
Bushwick Playground & Pool;Flushing Avenue, Bushwick Avenue & Humboldt Street;No;;Brooklyn;;40.701.946;-73.936.539;;402;360470391001001;407.018.168;1001;0;36;1001;2,10701E+14;BK;407.018.168;S;Block 1001;4146729;39100;-739.360.430;1;10035;223;-739.360.430;G5040;L;U;47;;402;3,6047E+14;407.018.168;1001;0;36;1001;2,10701E+14;BK;407.018.168;S;Block 1001;4146729;39100;-739.360.430;1;10035;223;-739.360.430;G5040;L;U;47;3,6047E+14;36;47;39100;1001;
Bushwick Playground & Pool;Flushing & Bushwick Avenue between Garden & Beaver;Yes;;Brooklyn;;40.692.626;-73.923.672;;337;360470395001002;406.928.905;1002;0;36;1002;2,10701E+14;BK;406.928.905;S;Block 1002;5614527;39500;-739.228.328;1;10294;162;-739.228.328;G5040;L;U;47;;337;3,6047E+14;406.928.905;1002;0;36;1002;2,10701E+14;BK;406.928.905;S;Block 1002;5614527;39500;-739.228.328;1;10294;162;-739.228.328;G5040;L;U;47;3,6047E+14;36;47;39500;1002;
Cabbell Park/Cambria Playground;121 Avenue & 220 Street;Yes;;Queens;;406.883.335;-73.743.374;;168;360810610001013;406.885.910;1013;0;36;1013;2,10701E+14;BK;406.885.910;S;Block 1013;3391277;61000;-737.441.748;1;20277;53;-737.441.748;G5040;L;U;81;;168;3,60811E+14;406.885.910;1013;0;36;1013;2,10701E+14;BK;406.885.910;S;Block 1013;3391277;61000;-737.441.748;1;20277;53;-737.441.748;G5040;L;U;81;3,60811E+14;36;81;61000;1013;
Cadman Plaza & Brooklyn War Memorial;Tillary, Cadman Plaza West, Cadman Plaza East, Prospect streets;Yes;;Brooklyn;;40.696.114;-73.990.166;;0;360470013001021;406.956.426;1021;0;36;1021;2,10701E+14;BK;406.956.426;S;Block 1021;4146076;1300;-739.905.179;1;8971;0;-739.905.179;G5040;L;U;47;;0;3,6047E+14;406.956.426;1021;0;36;1021;2,10701E+14;BK;406.956.426;S;Block 1021;4146076;1300;-739.905.179;1;8971;0;-739.905.179;G5040;L;U;47;3,6047E+14;36;47;1300;1021;
Cadman Plaza & Brooklyn War Memorial;Tillary, Cadman Plaza West, Cadman Plaza East, Prospect streets;Yes;;Brooklyn;;40.696.114;-73.990.166;;0;360470013001021;406.956.426;1021;0;36;1021;2,10701E+14;BK;406.956.426;S;Block 1021;4146076;1300;-739.905.179;1;8971;0;-739.905.179;G5040;L;U;47;;0;3,6047E+14;406.956.426;1021;0;36;1021;2,10701E+14;BK;406.956.426;S;Block 1021;4146076;1300;-739.905.179;1;8971;0;-739.905.179;G5040;L;U;47;3,6047E+14;36;47;1300;1021;
Campiz Playground;Hope Street & Metropolitan Avenue;Yes;;Brooklyn;;407.127.152;-739.009.714;;13;360810603001010;407.130.943;1010;0;36;1010;2,10701E+14;BK;407.130.943;S;Block 1010;1739246;60300;-739.020.495;1;12368;1;-739.020.495;G5040;L;U;81;;13;3,60811E+14;407.130.943;1010;0;36;1010;2,10701E+14;BK;407.130.943;S;Block 1010;1739246;60300;-739.020.495;1;12368;1;-739.020.495;G5040;L;U;81;3,60811E+14;36;81;60300;1010;
Canarsie Park;Paerdegat Avenue, Seaview Avenue, East 93rd Street, Skidmore Avenue;Yes;;Brooklyn;;406.317.831;-7.389.272.129.999.990;;5;360471028021000;406.273.096;1000;0;36;1000;2,10701E+14;BK;406.273.096;S;Block 1000;5612544;102802;-738.951.042;1;486413;3;-738.951.042;G5040;L;U;47;;5;3,60471E+14;406.273.096;1000;0;36;1000;2,10701E+14;BK;406.273.096;S;Block 1000;5612544;102802;-738.951.042;1;486413;3;-738.951.042;G5040;L;U;47;3,60471E+14;36;47;102802;1000;
Capt. Rivera Playground;East 156 Street, Forest Avenue;Yes;Yes;Bronx;;408.181.622;-739.062.307;;0;360050077001010;408.186.982;1010;0;36;1010;2,10701E+14;BK;408.186.982;S;Block 1010;1631706;7700;-739.053.868;1;15801;0;-739.053.868;G5040;L;U;5;;0;3,6005E+14;408.186.982;1010;0;36;1010;2,10701E+14;BK;408.186.982;S;Block 1010;1631706;7700;-739.053.868;1;15801;0;-739.053.868;G5040;L;U;5;3,6005E+14;36;5;7700;1010;
Capt. Tilly Park;Highland Avenue, Upland Parkway, Gothic Parkway, 85 Avenue;Yes;;Queens;;407.113.959;-737.978.558;;745;360810454002007;407.120.892;2007;0;36;2007;2,10701E+14;BK;407.120.892;S;Block 2007;1023869;45400;-737.974.462;2;22362;236;-737.974.462;G5040;L;U;81;;745;3,6081E+14;407.120.892;2007;0;36;2007;2,10701E+14;BK;407.120.892;S;Block 2007;1023869;45400;-737.974.462;2;22362;236;-737.974.462;G5040;L;U;81;3,6081E+14;36;81;45400;2007;
Captain Mario Fajardo Park;Kissena Boulevard & Booth Memorial Avenue;Yes;;Queens;;407.429.665;-738.143.118;;195;360810837005008;407.427.211;5008;0;36;5008;2,10701E+14;BK;407.427.211;S;Block 5008;1272126;83700;-738.151.415;5;12241;63;-738.151.415;G5040;L;U;81;;195;3,60811E+14;407.427.211;5008;0;36;5008;2,10701E+14;BK;407.427.211;S;Block 5008;1272126;83700;-738.151.415;5;12241;63;-738.151.415;G5040;L;U;81;3,60811E+14;36;81;83700;5008;
Carl Schurz Park;East 84 Street & East End Avenue;Yes;Yes;Manhattan;;407.736.224;-739.457.372;;1271;360610136042000;407.737.984;2000;0;36;2000;2,10701E+14;BK;407.737.984;S;Block 2000;3263152;13604;-739.471.384;2;18364;755;-739.471.384;G5040;L;U;61;;1271;3,6061E+14;407.737.984;2000;0;36;2000;2,10701E+14;BK;407.737.984;S;Block 2000;3263152;13604;-739.471.384;2;18364;755;-739.471.384;G5040;L;U;61;3,6061E+14;36;61;13604;2000;
